ID	INDIVIDUAL_ID	PLATE_ID	WELL_ID	DATE	REGION	REEF	ZONING	Ysite	Xsite	Yind	Xind	SPECIES	LIFE_STAGE	FL	TL
Plec42_G06	P.Juv-01028	Plec_42	G06	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	206
Plec42_G07	P.Juv-01029	Plec_42	G07	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	157
Plec42_G08	P.Juv-01030	Plec_42	G08	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	146
Plec42_G09	P.Juv-01031	Plec_42	G09	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	151
Plec42_G10	P.Juv-01032	Plec_42	G10	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	147
Plec42_G11	P.Juv-01033	Plec_42	G11	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	109
Plec42_G12	P.Juv-01034	Plec_42	G12	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	116
Plec42_H01	P.Juv-01035	Plec_42	H01	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	90
Plec42_H02	P.Juv-01036	Plec_42	H02	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	78
Plec42_H03	P.Juv-01037	Plec_42	H03	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	77
Plec42_H04	P.Juv-01038	Plec_42	H04	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	87
Plec42_H05	P.Juv-01039	Plec_42	H05	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	53
Plec42_H06	P.Juv-01040	Plec_42	H06	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	90
Plec42_H07	P.Juv-01041	Plec_42	H07	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	77
Plec42_H08	P.Juv-01042	Plec_42	H08	24/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.8904	Plectropomus spp.	Juvenile	NA	69
Plec42_H09	P.Juv-01043	Plec_42	H09	24/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0894	150.9062	Plectropomus spp.	Juvenile	NA	41
Plec42_H10	P.Juv-01044	Plec_42	H10	25/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1864	150.9817	Plectropomus spp.	Juvenile	NA	119
Plec42_H11	P.Juv-01045	Plec_42	H11	25/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1864	150.9817	Plectropomus spp.	Juvenile	NA	138
Plec43_A01	P.Juv-01046	Plec_43	A01	25/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1864	150.9817	Plectropomus spp.	Juvenile	NA	126
Plec43_A02	P.Juv-01047	Plec_43	A02	25/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1864	150.9817	Plectropomus spp.	Juvenile	NA	117
Plec43_A03	P.Juv-01048	Plec_43	A03	25/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1864	150.9817	Plectropomus spp.	Juvenile	NA	125
Plec43_A04	P.Juv-01049	Plec_43	A04	25/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1864	150.9817	Plectropomus spp.	Juvenile	NA	276
Plec43_A05	P.Juv-01050	Plec_43	A05	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	229
Plec43_A06	P.Juv-01051	Plec_43	A06	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	230
Plec43_A07	P.Juv-01052	Plec_43	A07	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	221
Plec43_A08	P.Juv-01053	Plec_43	A08	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	181
Plec43_A09	P.Juv-01054	Plec_43	A09	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	246
Plec43_A10	P.Juv-01055	Plec_43	A10	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	195
Plec43_A11	P.Juv-01056	Plec_43	A11	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	201
Plec43_A12	P.Juv-01057	Plec_43	A12	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	185
Plec43_B01	P.Juv-01058	Plec_43	B01	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	181
Plec43_B02	P.Juv-01059	Plec_43	B02	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	199
Plec43_B03	P.Juv-01060	Plec_43	B03	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	111
Plec43_B04	P.Juv-01061	Plec_43	B04	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	213
Plec43_B05	P.Juv-01062	Plec_43	B05	25/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1869	150.9674	Plectropomus spp.	Juvenile	NA	91
Plec43_B06	P.Juv-01063	Plec_43	B06	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	228
Plec43_B07	P.Juv-01064	Plec_43	B07	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	155
Plec43_B08	P.Juv-01065	Plec_43	B08	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	139
Plec43_B09	P.Juv-01066	Plec_43	B09	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	138
Plec43_B10	P.Juv-01067	Plec_43	B10	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	126
Plec43_B11	P.Juv-01068	Plec_43	B11	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	130
Plec43_B12	P.Juv-01069	Plec_43	B12	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	129
Plec43_C01	P.Juv-01070	Plec_43	C01	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	118
Plec43_C02	P.Juv-01071	Plec_43	C02	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	119
Plec43_C03	P.Juv-01072	Plec_43	C03	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	131
Plec43_C04	P.Juv-01073	Plec_43	C04	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	105
Plec43_C05	P.Juv-01074	Plec_43	C05	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	104
Plec43_C06	P.Juv-01075	Plec_43	C06	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	110
Plec43_C07	P.Juv-01076	Plec_43	C07	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	89
Plec43_C08	P.Juv-01077	Plec_43	C08	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	86
Plec43_C09	P.Juv-01078	Plec_43	C09	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	89
Plec43_C10	P.Juv-01079	Plec_43	C10	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	87
Plec43_C11	P.Juv-01080	Plec_43	C11	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	84
Plec43_C12	P.Juv-01081	Plec_43	C12	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	77
Plec43_D01	P.Juv-01082	Plec_43	D01	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1858	150.98	Plectropomus spp.	Juvenile	NA	81
Plec43_D02	P.Juv-01083	Plec_43	D02	26/05/12	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.2083	150.971	Plectropomus spp.	Juvenile	NA	135
Plec43_D03	P.Juv-01084	Plec_43	D03	26/05/12	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.2083	150.971	Plectropomus spp.	Juvenile	NA	124
Plec43_D04	P.Juv-01085	Plec_43	D04	26/05/12	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.2083	150.971	Plectropomus spp.	Juvenile	NA	75
Plec43_D05	P.Juv-01086	Plec_43	D05	26/05/12	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.2083	150.971	Plectropomus spp.	Juvenile	NA	59
Plec43_D06	P.Juv-01087	Plec_43	D06	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	244
Plec43_D07	P.Juv-01088	Plec_43	D07	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	240
Plec43_D08	P.Juv-01089	Plec_43	D08	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	208
Plec43_D09	P.Juv-01090	Plec_43	D09	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	223
Plec43_D10	P.Juv-01091	Plec_43	D10	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	210
Plec43_D11	P.Juv-01092	Plec_43	D11	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	225
Plec43_D12	P.Juv-01093	Plec_43	D12	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	208
Plec43_E01	P.Juv-01094	Plec_43	E01	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	140
Plec43_E02	P.Juv-01095	Plec_43	E02	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	127
Plec43_E03	P.Juv-01096	Plec_43	E03	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	83
Plec43_E04	P.Juv-01097	Plec_43	E04	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	78
Plec43_E05	P.Juv-01098	Plec_43	E05	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	89
Plec43_E06	P.Juv-01099	Plec_43	E06	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.2024	150.9814	Plectropomus spp.	Juvenile	NA	89
Plec43_E07	P.Juv-01100	Plec_43	E07	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1891	150.984	Plectropomus spp.	Juvenile	NA	201
Plec43_E08	P.Juv-01101	Plec_43	E08	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1891	150.984	Plectropomus spp.	Juvenile	NA	255
Plec43_E09	P.Juv-01102	Plec_43	E09	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1891	150.984	Plectropomus spp.	Juvenile	NA	218
Plec43_E10	P.Juv-01103	Plec_43	E10	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1891	150.984	Plectropomus spp.	Juvenile	NA	222
Plec43_E11	P.Juv-01104	Plec_43	E11	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1891	150.984	Plectropomus spp.	Juvenile	NA	216
Plec43_E12	P.Juv-01105	Plec_43	E12	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1891	150.984	Plectropomus spp.	Juvenile	NA	241
Plec43_F01	P.Juv-01106	Plec_43	F01	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1891	150.984	Plectropomus spp.	Juvenile	NA	245
Plec43_F02	P.Juv-01107	Plec_43	F02	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1891	150.984	Plectropomus spp.	Juvenile	NA	67
Plec43_F03	P.Juv-01108	Plec_43	F03	26/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1891	150.984	Plectropomus spp.	Juvenile	NA	62
Plec43_F04	P.Juv-01109	Plec_43	F04	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	232
Plec43_F05	P.Juv-01110	Plec_43	F05	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	221
Plec43_F06	P.Juv-01111	Plec_43	F06	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	143
Plec43_F07	P.Juv-01112	Plec_43	F07	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	144
Plec43_F08	P.Juv-01113	Plec_43	F08	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	138
Plec43_F09	P.Juv-01114	Plec_43	F09	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	131
Plec43_F10	P.Juv-01115	Plec_43	F10	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	94
Plec43_F11	P.Juv-01116	Plec_43	F11	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	91
Plec43_F12	P.Juv-01117	Plec_43	F12	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	102
Plec43_G01	P.Juv-01118	Plec_43	G01	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	79
Plec43_G02	P.Juv-01119	Plec_43	G02	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	76
Plec43_G03	P.Juv-01120	Plec_43	G03	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	70
Plec43_G04	P.Juv-01121	Plec_43	G04	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0806	150.8998	Plectropomus spp.	Juvenile	NA	47
Plec43_G05	P.Juv-01122	Plec_43	G05	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	158
Plec43_G06	P.Juv-01123	Plec_43	G06	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	150
Plec43_G07	P.Juv-01124	Plec_43	G07	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	141
Plec43_G08	P.Juv-01125	Plec_43	G08	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	143
Plec43_G09	P.Juv-01126	Plec_43	G09	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	142
Plec43_G10	P.Juv-01127	Plec_43	G10	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	131
Plec43_G11	P.Juv-01128	Plec_43	G11	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	138
Plec43_G12	P.Juv-01129	Plec_43	G12	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	134
Plec43_H01	P.Juv-01130	Plec_43	H01	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	104
Plec43_H02	P.Juv-01131	Plec_43	H02	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	83
Plec43_H03	P.Juv-01132	Plec_43	H03	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	69
Plec43_H04	P.Juv-01133	Plec_43	H04	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	79
Plec43_H05	P.Juv-01134	Plec_43	H05	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	81
Plec43_H06	P.Juv-01135	Plec_43	H06	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0923	150.8995	Plectropomus spp.	Juvenile	NA	64
Plec43_H07	P.Juv-01136	Plec_43	H07	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	130
Plec43_H08	P.Juv-01137	Plec_43	H08	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	127
Plec43_H09	P.Juv-01138	Plec_43	H09	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	111
Plec43_H10	P.Juv-01139	Plec_43	H10	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	116
Plec43_H11	P.Juv-01140	Plec_43	H11	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	101
Plec44_G06	P.Juv-01218	Plec_44	G06	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	93
Plec44_G07	P.Juv-01219	Plec_44	G07	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	68
Plec44_G08	P.Juv-01220	Plec_44	G08	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	74
Plec44_G09	P.Juv-01221	Plec_44	G09	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	73
Plec44_G10	P.Juv-01222	Plec_44	G10	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	72
Plec44_G11	P.Juv-01223	Plec_44	G11	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	47
Plec44_G12	P.Juv-01224	Plec_44	G12	27/05/12	Keppel Islands	North Keppel Green West	MPZ	-23.09	150.89	-23.0854	150.8881	Plectropomus spp.	Juvenile	NA	31
Plec44_H01	P.Juv-01225	Plec_44	H01	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	209
Plec44_H02	P.Juv-01226	Plec_44	H02	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	148
Plec44_H03	P.Juv-01227	Plec_44	H03	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	132
Plec44_H04	P.Juv-01228	Plec_44	H04	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	151
Plec44_H05	P.Juv-01229	Plec_44	H05	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	95
Plec44_H06	P.Juv-01230	Plec_44	H06	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	92
Plec44_H07	P.Juv-01231	Plec_44	H07	27/05/12	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	83
Plec44_H08	P.Juv-01232	Plec_44	H08	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	232
Plec44_H09	P.Juv-01233	Plec_44	H09	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	123
Plec44_H10	P.Juv-01234	Plec_44	H10	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	127
Plec44_H11	P.Juv-01235	Plec_44	H11	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	134
Plec45_A01	P.Juv-01236	Plec_45	A01	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	98
Plec45_A02	P.Juv-01237	Plec_45	A02	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	80
Plec45_A03	P.Juv-01238	Plec_45	A03	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	89
Plec45_A04	P.Juv-01239	Plec_45	A04	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	68
Plec45_A05	P.Juv-01240	Plec_45	A05	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	69
Plec45_A06	P.Juv-01241	Plec_45	A06	27/05/12	Keppel Islands	Pumpkin Is	HPZ	-23.09	150.9	-23.0852	150.8903	Plectropomus spp.	Juvenile	NA	49
Plec45_A07	P.Juv-01242	Plec_45	A07	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	308
Plec45_A08	P.Juv-01243	Plec_45	A08	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	240
Plec45_A09	P.Juv-01244	Plec_45	A09	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	225
Plec45_A10	P.Juv-01245	Plec_45	A10	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	239
Plec45_A11	P.Juv-01246	Plec_45	A11	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	256
Plec45_A12	P.Juv-01247	Plec_45	A12	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	263
Plec45_B01	P.Juv-01248	Plec_45	B01	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	234
Plec45_B02	P.Juv-01249	Plec_45	B02	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	218
Plec45_B03	P.Juv-01250	Plec_45	B03	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	196
Plec45_B04	P.Juv-01251	Plec_45	B04	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	157
Plec45_B05	P.Juv-01252	Plec_45	B05	27/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1962	150.9695	Plectropomus spp.	Juvenile	NA	121
